"","Pclass.2","Pclass.3","Sex.male","Embarked.Q","Embarked.S","family.small","family.solo","title.Master","title.Miss","title.Mr","title.Mrs","Age","Cabin.1","Cabin.2","Cabin.3","Cabin.4","ticket_group.small","ticket_group.solo","Fare","Survived"
"298",0,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,151.55,0
"299",0,0,1,0,1,0,1,0,0,1,0,42.3995327102804,1,0,0,0,0,1,30.5,1
"300",0,0,0,0,0,1,0,0,0,0,1,50,0,1,0,0,1,0,247.5208,1
"301",0,1,0,1,0,0,1,0,1,0,0,24.0104166666667,0,0,0,0,0,1,7.75,1
"302",0,1,1,1,0,1,0,0,0,1,0,28.8628808864266,0,0,0,0,1,0,23.25,1
"303",0,1,1,0,1,0,1,0,0,1,0,19,0,0,0,0,1,0,0,0
"304",1,0,0,1,0,0,1,0,1,0,0,24.0104166666667,1,0,0,0,0,1,12.35,1
"305",0,1,1,0,1,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,8.05,0
"306",0,0,1,0,1,1,0,1,0,0,0,0.92,0,1,0,0,0,0,151.55,1
"307",0,0,0,0,0,0,1,0,1,0,0,34.8913043478261,0,0,0,0,1,0,110.8833,1
"308",0,0,0,0,0,1,0,0,0,0,1,17,1,0,0,0,1,0,108.9,1
"309",1,0,1,0,0,1,0,0,0,1,0,30,0,0,0,0,1,0,24,0
"310",0,0,0,0,0,0,1,0,1,0,0,30,1,0,0,0,1,0,56.9292,1
"311",0,0,0,0,0,0,1,0,1,0,0,24,1,0,0,0,1,0,83.1583,1
"312",0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,1,0,0,262.375,1
"313",1,0,0,0,1,1,0,0,0,0,1,26,0,0,0,0,1,0,26,0
"314",0,1,1,0,1,0,1,0,0,1,0,28,0,0,0,0,0,1,7.8958,0
"315",1,0,1,0,1,1,0,0,0,1,0,43,0,0,0,0,1,0,26.25,0
"316",0,1,0,0,1,0,1,0,1,0,0,26,0,0,0,0,0,1,7.8542,1
"317",1,0,0,0,1,1,0,0,0,0,1,24,0,0,0,0,1,0,26,1
"318",1,0,1,0,1,0,1,0,0,0,0,54,0,0,0,0,0,1,14,0
"319",0,0,0,0,1,1,0,0,1,0,0,31,1,0,0,0,1,0,164.8667,1
"320",0,0,0,0,0,1,0,0,0,0,1,40,1,0,0,0,0,0,134.5,1
"321",0,1,1,0,1,0,1,0,0,1,0,22,0,0,0,0,0,1,7.25,0
"322",0,1,1,0,1,0,1,0,0,1,0,27,0,0,0,0,0,1,7.8958,0
"323",1,0,0,1,0,0,1,0,1,0,0,30,0,0,0,0,0,1,12.35,1
"324",1,0,0,0,1,1,0,0,0,0,1,22,0,0,0,0,1,0,29,1
"325",0,1,1,0,1,0,0,0,0,1,0,28.8628808864266,0,0,0,0,0,0,69.55,0
"326",0,0,0,0,0,0,1,0,1,0,0,36,1,0,0,0,1,0,135.6333,1
"327",0,1,1,0,1,0,1,0,0,1,0,61,0,0,0,0,0,1,6.2375,0
"328",1,0,0,0,1,0,1,0,0,0,1,36,1,0,0,0,0,1,13,1
"329",0,1,0,0,1,1,0,0,0,0,1,31,0,0,0,0,1,0,20.525,1
"330",0,0,0,0,0,1,0,0,1,0,0,16,1,0,0,0,1,0,57.9792,1
"331",0,1,0,1,0,1,0,0,1,0,0,24.0104166666667,0,0,0,0,1,0,23.25,1
"332",0,0,1,0,1,0,1,0,0,1,0,45.5,1,0,0,0,0,1,28.5,0
"333",0,0,1,0,1,1,0,0,0,1,0,38,1,0,0,0,1,0,153.4625,0
"334",0,1,1,0,1,1,0,0,0,1,0,16,0,0,0,0,1,0,18,0
"335",0,0,0,0,1,1,0,0,0,0,1,42.3995327102804,0,0,0,0,1,0,133.65,1
"336",0,1,1,0,1,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,7.8958,0
"337",0,0,1,0,1,1,0,0,0,1,0,29,1,0,0,0,1,0,66.6,0
"338",0,0,0,0,0,0,1,0,1,0,0,41,1,0,0,0,0,0,134.5,1
"339",0,1,1,0,1,0,1,0,0,1,0,45,0,0,0,0,0,1,8.05,1
"340",0,0,1,0,1,0,1,0,0,1,0,45,1,0,0,0,0,1,35.5,0
"341",1,0,1,0,1,1,0,1,0,0,0,2,1,0,0,0,1,0,26,1
"342",0,0,0,0,1,0,0,0,1,0,0,24,0,0,1,0,0,0,263,1
"343",1,0,1,0,1,0,1,0,0,1,0,28,0,0,0,0,0,1,13,0
"344",1,0,1,0,1,0,1,0,0,1,0,25,0,0,0,0,0,1,13,0
"345",1,0,1,0,1,0,1,0,0,1,0,36,0,0,0,0,0,1,13,0
"346",1,0,0,0,1,0,1,0,1,0,0,24,1,0,0,0,0,1,13,1
"347",1,0,0,0,1,0,1,0,1,0,0,40,0,0,0,0,0,1,13,1
"348",0,1,0,0,1,1,0,0,0,0,1,28.8628808864266,0,0,0,0,1,0,16.1,1
"349",0,1,1,0,1,1,0,1,0,0,0,3,0,0,0,0,1,0,15.9,1
"350",0,1,1,0,1,0,1,0,0,1,0,42,0,0,0,0,0,1,8.6625,0
"351",0,1,1,0,1,0,1,0,0,1,0,23,0,0,0,0,0,1,9.225,0
"352",0,0,1,0,1,0,1,0,0,1,0,42.3995327102804,1,0,0,0,0,1,35,0
"353",0,1,1,0,0,1,0,0,0,1,0,15,0,0,0,0,0,1,7.2292,0
"354",0,1,1,0,1,1,0,0,0,1,0,25,0,0,0,0,1,0,17.8,0
"355",0,1,1,0,0,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,7.225,0
"356",0,1,1,0,1,0,1,0,0,1,0,28,0,0,0,0,0,1,9.5,0
"357",0,0,0,0,1,1,0,0,1,0,0,22,1,0,0,0,1,0,55,1
"358",1,0,0,0,1,0,1,0,1,0,0,38,0,0,0,0,0,1,13,0
"359",0,1,0,1,0,0,1,0,1,0,0,24.0104166666667,0,0,0,0,0,1,7.8792,1
"360",0,1,0,1,0,0,1,0,1,0,0,24.0104166666667,0,0,0,0,0,1,7.8792,1
"361",0,1,1,0,1,0,0,0,0,1,0,40,0,0,0,0,0,0,27.9,0
"362",1,0,1,0,0,1,0,0,0,1,0,29,0,0,0,0,1,0,27.7208,0
"363",0,1,0,0,0,1,0,0,0,0,1,45,0,0,0,0,1,0,14.4542,0
"364",0,1,1,0,1,0,1,0,0,1,0,35,0,0,0,0,0,1,7.05,0
"365",0,1,1,1,0,1,0,0,0,1,0,28.8628808864266,0,0,0,0,1,0,15.5,0
"366",0,1,1,0,1,0,1,0,0,1,0,30,0,0,0,0,0,1,7.25,0
"367",0,0,0,0,0,1,0,0,0,0,1,60,1,0,0,0,1,0,75.25,1
"368",0,1,0,0,0,0,1,0,0,0,1,28.8628808864266,0,0,0,0,0,1,7.2292,1
"369",0,1,0,1,0,0,1,0,1,0,0,24.0104166666667,0,0,0,0,0,1,7.75,1
"370",0,0,0,0,0,0,1,0,0,0,1,24,1,0,0,0,1,0,69.3,1
"371",0,0,1,0,0,1,0,0,0,1,0,25,1,0,0,0,1,0,55.4417,1
"372",0,1,1,0,1,1,0,0,0,1,0,18,0,0,0,0,0,1,6.4958,0
"373",0,1,1,0,1,0,1,0,0,1,0,19,0,0,0,0,0,1,8.05,0
"374",0,0,1,0,0,0,1,0,0,1,0,22,0,0,0,0,1,0,135.6333,0
"375",0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,21.075,0
"376",0,0,0,0,0,1,0,0,0,0,1,42.3995327102804,0,0,0,0,1,0,82.1708,1
"377",0,1,0,0,1,0,1,0,1,0,0,22,0,0,0,0,0,1,7.25,1
"378",0,0,1,0,0,1,0,0,0,1,0,27,1,0,0,0,0,0,211.5,0
"379",0,1,1,0,0,0,1,0,0,1,0,20,0,0,0,0,0,1,4.0125,0
"380",0,1,1,0,1,0,1,0,0,1,0,19,0,0,0,0,0,1,7.775,0
"381",0,0,0,0,0,0,1,0,1,0,0,42,0,0,0,0,0,0,227.525,1
"382",0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,15.7417,1
"383",0,1,1,0,1,0,1,0,0,1,0,32,0,0,0,0,0,1,7.925,0
"384",0,0,0,0,1,1,0,0,0,0,1,35,0,0,0,0,1,0,52,1
"385",0,1,1,0,1,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,7.8958,0
"386",1,0,1,0,1,0,1,0,0,1,0,18,0,0,0,0,0,0,73.5,0
"387",0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,46.9,0
"388",1,0,0,0,1,0,1,0,1,0,0,36,0,0,0,0,0,1,13,1
"389",0,1,1,1,0,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,7.7292,0
"390",1,0,0,0,0,0,1,0,1,0,0,17,0,0,0,0,0,1,12,1
"391",0,0,1,0,1,1,0,0,0,1,0,36,0,1,0,0,1,0,120,1
"392",0,1,1,0,1,0,1,0,0,1,0,21,0,0,0,0,0,1,7.7958,1
"393",0,1,1,0,1,1,0,0,0,1,0,28,0,0,0,0,0,1,7.925,0
"394",0,0,0,0,0,1,0,0,1,0,0,23,1,0,0,0,1,0,113.275,1
"395",0,1,0,0,1,1,0,0,0,0,1,24,1,0,0,0,1,0,16.7,1
"396",0,1,1,0,1,0,1,0,0,1,0,22,0,0,0,0,0,1,7.7958,0
"397",0,1,0,0,1,0,1,0,1,0,0,31,0,0,0,0,0,1,7.8542,0
"398",1,0,1,0,1,0,1,0,0,1,0,46,0,0,0,0,1,0,26,0
"399",1,0,1,0,1,0,1,0,0,0,0,23,0,0,0,0,0,1,10.5,0
"400",1,0,0,0,1,0,1,0,0,0,1,28,0,0,0,0,0,1,12.65,1
"401",0,1,1,0,1,0,1,0,0,1,0,39,0,0,0,0,0,1,7.925,1
"402",0,1,1,0,1,0,1,0,0,1,0,26,0,0,0,0,0,1,8.05,0
"403",0,1,0,0,1,1,0,0,1,0,0,21,0,0,0,0,0,1,9.825,0
"404",0,1,1,0,1,1,0,0,0,1,0,28,0,0,0,0,1,0,15.85,0
"405",0,1,0,0,1,0,1,0,1,0,0,20,0,0,0,0,0,1,8.6625,0
"406",1,0,1,0,1,1,0,0,0,1,0,34,0,0,0,0,1,0,21,0
"407",0,1,1,0,1,0,1,0,0,1,0,51,0,0,0,0,0,1,7.75,0
"408",1,0,1,0,1,1,0,1,0,0,0,3,0,0,0,0,1,0,18.75,1
"409",0,1,1,0,1,0,1,0,0,1,0,21,0,0,0,0,0,1,7.775,0
"410",0,1,0,0,1,0,0,0,1,0,0,7.12378640776699,0,0,0,0,0,0,25.4667,0
"411",0,1,1,0,1,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,7.8958,0
"412",0,1,1,1,0,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,6.8583,0
"413",0,0,0,1,0,1,0,0,1,0,0,33,1,0,0,0,1,0,90,1
"414",1,0,1,0,1,0,1,0,0,1,0,33.0771144278607,0,0,0,0,1,0,0,0
"415",0,1,1,0,1,0,1,0,0,1,0,44,0,0,0,0,0,1,7.925,1
"416",0,1,0,0,1,0,1,0,0,0,1,28.8628808864266,0,0,0,0,0,1,8.05,0
"417",1,0,0,0,1,1,0,0,0,0,1,34,0,0,0,0,1,0,32.5,1
"418",1,0,0,0,1,1,0,0,1,0,0,18,0,0,0,0,0,1,13,1
"419",1,0,1,0,1,0,1,0,0,1,0,30,0,0,0,0,0,1,13,0
"420",0,1,0,0,1,1,0,0,1,0,0,10,0,0,0,0,1,0,24.15,0
"421",0,1,1,0,0,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,7.8958,0
"422",0,1,1,1,0,0,1,0,0,1,0,21,0,0,0,0,0,1,7.7333,0
"423",0,1,1,0,1,0,1,0,0,1,0,29,0,0,0,0,0,1,7.875,0
"424",0,1,0,0,1,1,0,0,0,0,1,28,0,0,0,0,1,0,14.4,0
"425",0,1,1,0,1,1,0,0,0,1,0,18,0,0,0,0,1,0,20.2125,0
"426",0,1,1,0,1,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,7.25,0
"427",1,0,0,0,1,1,0,0,0,0,1,28,0,0,0,0,1,0,26,1
"428",1,0,0,0,1,0,1,0,1,0,0,19,0,0,0,0,1,0,26,1
"429",0,1,1,1,0,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,7.75,0
"430",0,1,1,0,1,0,1,0,0,1,0,32,1,0,0,0,0,1,8.05,1
"431",0,0,1,0,1,0,1,0,0,1,0,28,1,0,0,0,0,1,26.55,1
"432",0,1,0,0,1,1,0,0,0,0,1,28.8628808864266,0,0,0,0,1,0,16.1,1
"433",1,0,0,0,1,1,0,0,0,0,1,42,0,0,0,0,1,0,26,1
"434",0,1,1,0,1,0,1,0,0,1,0,17,0,0,0,0,0,1,7.125,0
"435",0,0,1,0,1,1,0,0,0,1,0,50,1,0,0,0,1,0,55.9,0
"436",0,0,0,0,1,1,0,0,1,0,0,14,0,1,0,0,1,0,120,1
"437",0,1,0,0,1,0,0,0,1,0,0,21,0,0,0,0,0,0,34.375,0
"438",1,0,0,0,1,0,0,0,0,0,1,24,0,0,0,0,1,0,18.75,1
"439",0,0,1,0,1,0,0,0,0,1,0,64,0,0,1,0,0,0,263,0
"440",1,0,1,0,1,0,1,0,0,1,0,31,0,0,0,0,0,1,10.5,0
"441",1,0,0,0,1,1,0,0,0,0,1,45,0,0,0,0,1,0,26.25,1
"442",0,1,1,0,1,0,1,0,0,1,0,20,0,0,0,0,0,1,9.5,0
"443",0,1,1,0,1,1,0,0,0,1,0,25,0,0,0,0,0,1,7.775,0
"444",1,0,0,0,1,0,1,0,1,0,0,28,0,0,0,0,0,1,13,1
"445",0,1,1,0,1,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,8.1125,1
"446",0,0,1,0,1,1,0,1,0,0,0,4,1,0,0,0,1,0,81.8583,1
"447",1,0,0,0,1,1,0,0,1,0,0,13,0,0,0,0,1,0,19.5,1
"448",0,0,1,0,1,0,1,0,0,1,0,34,0,0,0,0,0,1,26.55,1
"449",0,1,0,0,0,1,0,0,1,0,0,5,0,0,0,0,1,0,19.2583,1
"450",0,0,1,0,1,0,1,0,0,0,0,52,1,0,0,0,0,1,30.5,1
"451",1,0,1,0,1,1,0,0,0,1,0,36,0,0,0,0,1,0,27.75,0
"452",0,1,1,0,1,1,0,0,0,1,0,28.8628808864266,0,0,0,0,0,1,19.9667,0
"453",0,0,1,0,0,0,1,0,0,1,0,30,1,0,0,0,0,1,27.75,0
"454",0,0,1,0,0,1,0,0,0,1,0,49,1,0,0,0,1,0,89.1042,1
"455",0,1,1,0,1,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,8.05,0
"456",0,1,1,0,0,0,1,0,0,1,0,29,0,0,0,0,0,1,7.8958,1
"457",0,0,1,0,1,0,1,0,0,1,0,65,1,0,0,0,0,1,26.55,0
"458",0,0,0,0,1,1,0,0,0,0,1,42.3995327102804,1,0,0,0,1,0,51.8625,1
"459",1,0,0,0,1,0,1,0,1,0,0,50,0,0,0,0,0,1,10.5,1
"460",0,1,1,1,0,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,7.75,0
"461",0,0,1,0,1,0,1,0,0,1,0,48,1,0,0,0,0,1,26.55,1
"462",0,1,1,0,1,0,1,0,0,1,0,34,0,0,0,0,0,1,8.05,0
"463",0,0,1,0,1,0,1,0,0,1,0,47,1,0,0,0,0,1,38.5,0
"464",1,0,1,0,1,0,1,0,0,1,0,48,0,0,0,0,0,1,13,0
"465",0,1,1,0,1,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,8.05,0
"466",0,1,1,0,1,0,1,0,0,1,0,38,0,0,0,0,0,1,7.05,0
"467",1,0,1,0,1,0,1,0,0,1,0,33.0771144278607,0,0,0,0,1,0,0,0
"468",0,0,1,0,1,0,1,0,0,1,0,56,0,0,0,0,0,1,26.55,0
"469",0,1,1,1,0,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,7.725,0
"470",0,1,0,0,0,1,0,0,1,0,0,0.75,0,0,0,0,1,0,19.2583,1
"471",0,1,1,0,1,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,7.25,0
"472",0,1,1,0,1,0,1,0,0,1,0,38,0,0,0,0,0,1,8.6625,0
"473",1,0,0,0,1,1,0,0,0,0,1,33,0,0,0,0,1,0,27.75,1
"474",1,0,0,0,0,0,1,0,0,0,1,23,1,0,0,0,0,1,13.7917,1
"475",0,1,0,0,1,0,1,0,1,0,0,22,0,0,0,0,0,1,9.8375,0
"476",0,0,1,0,1,0,1,0,0,1,0,42.3995327102804,1,0,0,0,1,0,52,0
"477",1,0,1,0,1,1,0,0,0,1,0,34,0,0,0,0,1,0,21,0
"478",0,1,1,0,1,1,0,0,0,1,0,29,0,0,0,0,0,1,7.0458,0
"479",0,1,1,0,1,0,1,0,0,1,0,22,0,0,0,0,0,1,7.5208,0
"480",0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,0,12.2875,1
"481",0,1,1,0,1,0,0,1,0,0,0,9,0,0,0,0,0,0,46.9,0
"482",1,0,1,0,1,0,1,0,0,1,0,33.0771144278607,0,0,0,0,0,1,0,0
"483",0,1,1,0,1,0,1,0,0,1,0,50,0,0,0,0,0,1,8.05,0
"484",0,1,0,0,1,0,1,0,0,0,1,63,0,0,0,0,0,1,9.5875,1
"485",0,0,1,0,0,1,0,0,0,1,0,25,1,0,0,0,1,0,91.0792,1
"486",0,1,0,0,1,0,0,0,1,0,0,7.12378640776699,0,0,0,0,0,0,25.4667,0
"487",0,0,0,0,1,1,0,0,0,0,1,35,1,0,0,0,1,0,90,1
"488",0,0,1,0,0,0,1,0,0,1,0,58,1,0,0,0,0,1,29.7,0
"489",0,1,1,0,1,0,1,0,0,1,0,30,0,0,0,0,0,1,8.05,0
"490",0,1,1,0,1,1,0,1,0,0,0,9,0,0,0,0,1,0,15.9,1
"491",0,1,1,0,1,1,0,0,0,1,0,28.8628808864266,0,0,0,0,0,1,19.9667,0
"492",0,1,1,0,1,0,1,0,0,1,0,21,0,0,0,0,0,1,7.25,0
"493",0,0,1,0,1,0,1,0,0,1,0,55,1,0,0,0,0,1,30.5,0
"494",0,0,1,0,0,0,1,0,0,1,0,71,0,0,0,0,0,1,49.5042,0
"495",0,1,1,0,1,0,1,0,0,1,0,21,0,0,0,0,0,1,8.05,0
"496",0,1,1,0,0,0,1,0,0,1,0,28.8628808864266,0,0,0,0,1,0,14.4583,0
"497",0,0,0,0,0,1,0,0,1,0,0,54,1,0,0,0,1,0,78.2667,1
"498",0,1,1,0,1,0,1,0,0,1,0,28.8628808864266,0,0,0,0,1,0,15.1,0
"499",0,0,0,0,1,1,0,0,0,0,1,25,0,1,0,0,0,0,151.55,0
"500",0,1,1,0,1,0,1,0,0,1,0,24,0,0,0,0,0,1,7.7958,0
"501",0,1,1,0,1,0,1,0,0,1,0,17,0,0,0,0,0,1,8.6625,0
"502",0,1,0,1,0,0,1,0,1,0,0,21,0,0,0,0,0,1,7.75,0
"503",0,1,0,1,0,0,1,0,1,0,0,24.0104166666667,0,0,0,0,0,1,7.6292,0
"504",0,1,0,0,1,0,1,0,1,0,0,37,0,0,0,0,0,1,9.5875,0
"505",0,0,0,0,1,0,1,0,1,0,0,16,1,0,0,0,1,0,86.5,1
"506",0,0,1,0,0,1,0,0,0,1,0,18,1,0,0,0,1,0,108.9,0
"507",1,0,0,0,1,1,0,0,0,0,1,33,0,0,0,0,1,0,26,1
"508",0,0,1,0,1,0,1,0,0,1,0,42.3995327102804,0,0,0,0,0,1,26.55,1
"509",0,1,1,0,1,0,1,0,0,1,0,28,0,0,0,0,1,0,22.525,0
"510",0,1,1,0,1,0,1,0,0,1,0,26,0,0,0,0,0,0,56.4958,1
"511",0,1,1,1,0,0,1,0,0,1,0,29,0,0,0,0,0,1,7.75,1
"512",0,1,1,0,1,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,8.05,0
"513",0,0,1,0,1,0,1,0,0,1,0,36,1,0,0,0,0,1,26.2875,1
"514",0,0,0,0,0,1,0,0,0,0,1,54,0,0,0,0,1,0,59.4,1
"515",0,1,1,0,1,0,1,0,0,1,0,24,0,0,0,0,0,1,7.4958,0
"516",0,0,1,0,1,0,1,0,0,1,0,47,1,0,0,0,0,1,34.0208,0
"517",1,0,0,0,1,0,1,0,0,0,1,34,1,0,0,0,0,1,10.5,1
"518",0,1,1,1,0,0,1,0,0,1,0,28.8628808864266,0,0,0,0,1,0,24.15,0
"519",1,0,0,0,1,1,0,0,0,0,1,36,0,0,0,0,1,0,26,1
"520",0,1,1,0,1,0,1,0,0,1,0,32,0,0,0,0,0,1,7.8958,0
"521",0,0,0,0,1,0,1,0,1,0,0,30,1,0,0,0,1,0,93.5,1
"522",0,1,1,0,1,0,1,0,0,1,0,22,0,0,0,0,0,1,7.8958,0
"523",0,1,1,0,0,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,7.225,0
"524",0,0,0,0,0,1,0,0,0,0,1,44,1,0,0,0,1,0,57.9792,1
"525",0,1,1,0,0,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,7.2292,0
"526",0,1,1,1,0,0,1,0,0,1,0,40.5,0,0,0,0,0,1,7.75,0
"527",1,0,0,0,1,0,1,0,1,0,0,50,0,0,0,0,0,1,10.5,1
"528",0,0,1,0,1,0,1,0,0,1,0,42.3995327102804,1,0,0,0,1,0,221.7792,0
"529",0,1,1,0,1,0,1,0,0,1,0,39,0,0,0,0,0,1,7.925,0
"530",1,0,1,0,1,1,0,0,0,1,0,23,0,0,0,0,0,1,11.5,0
"531",1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,0,26,1
"532",0,1,1,0,0,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,7.2292,0
"533",0,1,1,0,0,1,0,0,0,1,0,17,0,0,0,0,0,1,7.2292,0
"534",0,1,0,0,0,1,0,0,0,0,1,28.8628808864266,0,0,0,0,1,0,22.3583,1
"535",0,1,0,0,1,0,1,0,1,0,0,30,0,0,0,0,0,1,8.6625,0
"536",1,0,0,0,1,1,0,0,1,0,0,7,0,0,0,0,1,0,26.25,1
"537",0,0,1,0,1,0,1,0,0,0,0,45,1,0,0,0,0,1,26.55,0
"538",0,0,0,0,0,0,1,0,1,0,0,30,0,0,0,0,1,0,106.425,1
"539",0,1,1,0,1,0,1,0,0,1,0,28.8628808864266,0,0,0,0,1,0,14.5,0
"540",0,0,0,0,0,1,0,0,1,0,0,22,1,0,0,0,0,1,49.5,1
"541",0,0,0,0,1,1,0,0,1,0,0,36,1,0,0,0,1,0,71,1
"542",0,1,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,0,31.275,0
"543",0,1,0,0,1,0,0,0,1,0,0,11,0,0,0,0,0,0,31.275,0
"544",1,0,1,0,1,1,0,0,0,1,0,32,0,0,0,0,1,0,26,1
"545",0,0,1,0,0,1,0,0,0,1,0,50,1,0,0,0,1,0,106.425,0
"546",0,0,1,0,1,0,1,0,0,1,0,64,0,0,0,0,0,1,26,0
"547",1,0,0,0,1,1,0,0,0,0,1,19,0,0,0,0,1,0,26,1
"548",1,0,1,0,0,0,1,0,0,1,0,33.0771144278607,0,0,0,0,0,1,13.8625,1
"549",0,1,1,0,1,1,0,0,0,1,0,33,0,0,0,0,1,0,20.525,0
"550",1,0,1,0,1,1,0,1,0,0,0,8,0,0,0,0,1,0,36.75,1
"551",0,0,1,0,0,1,0,0,0,1,0,17,1,0,0,0,1,0,110.8833,1
"552",1,0,1,0,1,0,1,0,0,1,0,27,0,0,0,0,1,0,26,0
"553",0,1,1,1,0,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,7.8292,0
"554",0,1,1,0,0,0,1,0,0,1,0,22,0,0,0,0,0,1,7.225,1
"555",0,1,0,0,1,0,1,0,1,0,0,22,0,0,0,0,0,1,7.775,1
"556",0,0,1,0,1,0,1,0,0,1,0,62,0,0,0,0,0,1,26.55,0
"557",0,0,0,0,0,1,0,0,1,0,0,48,1,0,0,0,0,1,39.6,1
"558",0,0,1,0,0,0,1,0,0,1,0,42.3995327102804,0,0,0,0,0,0,227.525,0
"559",0,0,0,0,1,1,0,0,0,0,1,39,1,0,0,0,1,0,79.65,1
"560",0,1,0,0,1,1,0,0,0,0,1,36,0,0,0,0,1,0,17.4,1
"561",0,1,1,1,0,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,7.75,0
"562",0,1,1,0,1,0,1,0,0,1,0,40,0,0,0,0,0,1,7.8958,0
"563",1,0,1,0,1,0,1,0,0,1,0,28,0,0,0,0,0,1,13.5,0
"564",0,1,1,0,1,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,8.05,0
"565",0,1,0,0,1,0,1,0,1,0,0,24.0104166666667,0,0,0,0,0,1,8.05,0
"566",0,1,1,0,1,1,0,0,0,1,0,24,0,0,0,0,1,0,24.15,0
"567",0,1,1,0,1,0,1,0,0,1,0,19,0,0,0,0,0,1,7.8958,0
"568",0,1,0,0,1,0,0,0,0,0,1,29,0,0,0,0,0,0,21.075,0
"569",0,1,1,0,0,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,7.2292,0
"570",0,1,1,0,1,0,1,0,0,1,0,32,0,0,0,0,0,1,7.8542,1
"571",1,0,1,0,1,0,1,0,0,1,0,62,0,0,0,0,0,1,10.5,1
"572",0,0,0,0,1,1,0,0,0,0,1,53,1,0,0,0,1,0,51.4792,1
"573",0,0,1,0,1,0,1,0,0,1,0,36,1,0,0,0,0,1,26.3875,1
"574",0,1,0,1,0,0,1,0,1,0,0,24.0104166666667,0,0,0,0,0,1,7.75,1
"575",0,1,1,0,1,0,1,0,0,1,0,16,0,0,0,0,0,1,8.05,0
"576",0,1,1,0,1,0,1,0,0,1,0,19,0,0,0,0,1,0,14.5,0
"577",1,0,0,0,1,0,1,0,1,0,0,34,0,0,0,0,0,1,13,1
"578",0,0,0,0,1,1,0,0,0,0,1,39,1,0,0,0,1,0,55.9,1
"579",0,1,0,0,0,1,0,0,0,0,1,28.8628808864266,0,0,0,0,1,0,14.4583,0
"580",0,1,1,0,1,0,1,0,0,1,0,32,0,0,0,0,0,1,7.925,1
"581",1,0,0,0,1,1,0,0,1,0,0,25,0,0,0,0,1,0,30,1
"582",0,0,0,0,0,1,0,0,0,0,1,39,1,0,0,0,1,0,110.8833,1
"583",1,0,1,0,1,0,1,0,0,1,0,54,0,0,0,0,1,0,26,0
"584",0,0,1,0,0,0,1,0,0,1,0,36,1,0,0,0,0,1,40.125,0
"585",0,1,1,0,0,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,8.7125,0
"586",0,0,0,0,1,1,0,0,1,0,0,18,1,0,0,0,1,0,79.65,1
"587",1,0,1,0,1,0,1,0,0,1,0,47,0,0,0,0,0,1,15,0
"588",0,0,1,0,0,1,0,0,0,1,0,60,1,0,0,0,1,0,79.2,1
"589",0,1,1,0,1,0,1,0,0,1,0,22,0,0,0,0,0,1,8.05,0
"590",0,1,1,0,1,0,1,0,0,1,0,28.8628808864266,0,0,0,0,0,1,8.05,0
"591",0,1,1,0,1,0,1,0,0,1,0,35,0,0,0,0,0,1,7.125,0
"592",0,0,0,0,0,1,0,0,0,0,1,52,1,0,0,0,1,0,78.2667,1
"593",0,1,1,0,1,0,1,0,0,1,0,47,0,0,0,0,0,1,7.25,0
"594",0,1,0,1,0,1,0,0,1,0,0,7.12378640776699,0,0,0,0,0,1,7.75,0
"595",1,0,1,0,1,1,0,0,0,1,0,37,0,0,0,0,1,0,26,0
"596",0,1,1,0,1,1,0,0,0,1,0,36,0,0,0,0,1,0,24.15,0
