male,title_Mr,title_Mrs,title_crew,title_highso,pclass_2,pclass_3,cabin_B,cabin_C,cabin_D,cabin_E,cabin_F,cabin_G,cabin_T,cabin_U,embarked_Q,embarked_S,Family_Single,Family_Small,Family_Large,Age,Fare,Cabin,FamilySize,Ticket,Survived
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.44882876111737446,0.0,0.0,0.5714285714285714,0.0,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.3721801035613681,1.0,0.0,0.2857142857142857,0.13575255909676825,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3721801035613681,0.0,0.0,1.0,0.02937564362913533,0.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.11061004634849055,0.6000000000000001,0.0,0.0,0.06126431989431795,0.0
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0103970938243768,0.30000000000000004,0.25,0.0,0.07612293033463641,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.04797695102091946,0.20000000000000004,0.0,0.0,0.04298993693898376,1.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.3721801035613681,0.0,0.25,0.0,0.09759350042902103,0.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.3721801035613681,0.1,0.0,0.0,0.030253985132996517,1.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.5615683327070025,0.0,0.0,0.0,0.051822148727810165,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.49893523737943135,0.20000000000000004,0.0,0.0,0.030253985132996517,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.44882876111737446,0.0,0.0,0.0,0.015411575213749286,0.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3987222848553176,0.0,0.0,0.0,0.025374310111545468,1.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.23587623700363275,0.0,0.0,0.0,0.025374310111545468,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.23587623700363275,0.1,0.0,0.0,0.015330377421392339,1.0
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.035450331955405236,0.20000000000000004,0.25,0.0,0.050748620223090936,1.0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5490417136414882,0.0,0.25,0.2857142857142857,0.05410739813385612,1.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.7244143805586872,0.0,0.25,0.2857142857142857,0.2859895551532101,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015126992566498259,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.5239884755104598,0.1,0.0,0.0,0.01640390592611157,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015126992566498259,1.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2985093323312038,0.0,0.0,0.0,0.025374310111545468,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3486158085932607,0.0,0.0,0.0,0.018542765081513996,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.3721801035613681,1.0,0.0,0.2857142857142857,0.13575255909676825,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.423775522986346,0.0,0.0,0.0,0.012678957201736696,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.5678316422397596,0.0,0.0,0.0,0.014102260811993537,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.22334961793811853,0.0,0.0,0.2857142857142857,0.015712553569072387,1.0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.02292371288989102,0.1,0.25,0.0,0.02042143996477265,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.3987222848553176,0.1,0.0,0.0,0.030937139635999665,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.32356257046223225,0.0,0.0,0.0,0.036670757786204655,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.19829637980709008,0.0,0.0,0.0,0.015126992566498259,1.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.49893523737943135,0.0,0.25,0.0,0.060507970265993034,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2985093323312038,0.0,0.0,1.0,0.013760683560491965,0.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.43630214205186024,0.0,0.0,0.42857142857142855,0.04098927018018883,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2734560942001754,0.0,0.0,0.2857142857142857,0.014151057562208049,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.37366904672428913,0.0,0.0,0.0,0.025374310111545468,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.3721801035613681,0.1,0.0,0.0,0.015126992566498259,0.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.38619566578980336,0.1,0.25,0.0,0.22109807522194713,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.33608918952774647,0.0,0.0,0.8571428571428571,0.015468569817999833,1.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.5239884755104598,0.1,0.0,0.0,0.05270049023167135,0.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.3987222848553176,0.0,0.25,0.0,0.14891148113361488,1.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.37366904672428913,0.0,0.0,0.2857142857142857,0.020494635090094415,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.19829637980709008,0.0,0.0,1.0,0.015712553569072387,1.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.33608918952774647,0.0,0.0,0.0,0.025374310111545468,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.6367280471000877,0.0,0.0,0.0,0.015712553569072387,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015411575213749286,0.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.4738819992484029,0.1,0.25,0.0,0.17566830077223786,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2734560942001754,0.0,0.0,0.2857142857142857,0.018249984580226933,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.23587623700363275,0.0,0.0,0.5714285714285714,0.020494635090094415,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2546661656019041,0.0,0.0,0.2857142857142857,0.014151057562208049,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.22334961793811853,0.0,0.0,0.0,0.025374310111545468,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.3721801035613681,0.4,0.0,0.0,0.049707687947515,0.0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.43630214205186024,0.1,0.25,0.0,0.16293234896625058,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3611424276587749,0.0,0.0,0.0,0.015175789316712771,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.7369409996242015,0.0,0.0,0.0,0.026350245115835676,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.06050357008643368,0.6000000000000001,0.0,0.0,0.06126431989431795,1.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2985093323312038,0.0,0.0,0.2857142857142857,0.020494635090094415,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.2857142857142857,0.014736618564782174,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.5490417136414882,0.1,0.0,0.0,0.050748620223090936,0.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.09808342728297632,0.20000000000000004,0.0,0.2857142857142857,0.05123658772523604,1.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.23587623700363275,0.0,0.0,0.0,0.020494635090094415,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.4112489039208318,0.0,0.0,0.5714285714285714,0.023959204355324663,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3721801035613681,0.1,0.0,0.0,0.028212719478023115,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.3721801035613681,0.1,0.0,0.0,0.030253985132996517,1.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3611424276587749,0.0,0.0,0.2857142857142857,0.020494635090094415,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2734560942001754,0.0,0.0,0.7142857142857142,0.013907073811135496,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.37366904672428913,0.0,0.0,0.0,0.014102260811993537,0.0
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.5490417136414882,0.20000000000000004,0.25,0.0,0.17566830077223786,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.311035951396718,0.0,0.0,0.0,0.015175789316712771,0.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.2985093323312038,0.20000000000000004,0.0,0.0,0.028302115124416098,1.0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.4613553801828887,0.20000000000000004,0.25,0.0,0.10257896680493714,1.0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.6743079042966303,0.1,0.0,0.0,0.050748620223090936,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.014151057562208049,0.0
0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.3611424276587749,0.20000000000000004,0.25,0.0,0.02042143996477265,0.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.7745208568207441,0.0,0.25,0.0,0.051822148727810165,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.37366904672428913,0.1,0.0,0.2857142857142857,0.031425107138144774,0.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.5114618564449456,0.20000000000000004,0.0,0.0,0.039452172548431745,0.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3611424276587749,0.20000000000000004,0.0,0.0,0.029757819776815374,1.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3721801035613681,0.0,0.0,0.2857142857142857,0.15458810467956932,1.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.37366904672428913,0.0,0.25,0.0,0.16883675574220638,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.43630214205186024,0.0,0.0,0.2857142857142857,1.0,1.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.6242014280345735,0.1,0.0,0.0,0.050748620223090936,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015126992566498259,0.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.035450331955405236,0.6000000000000001,0.0,0.0,0.06126431989431795,1.0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.6492546661656019,0.20000000000000004,0.25,0.0,0.1554664461834305,0.0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.49893523737943135,0.0,0.25,0.0,0.0,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015126992566498259,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.44882876111737446,0.0,0.0,0.2857142857142857,0.020494635090094415,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.19829637980709008,0.5000000000000001,0.0,0.0,0.07746484096553544,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.311035951396718,0.1,0.0,0.0,0.015175789316712771,1.0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.7244143805586872,0.1,0.25,0.2857142857142857,0.2995388511917728,1.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.43630214205186024,0.0,0.25,0.2857142857142857,0.2647385704347907,1.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.060507970265993034,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.311035951396718,0.0,0.0,0.5714285714285714,0.0,1.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.5114618564449456,0.1,0.0,0.0,0.038061465167318204,1.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.4613553801828887,0.1,0.25,0.2857142857142857,0.057970539254838485,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015126992566498259,1.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.7870474758862583,0.1,0.25,0.0,0.15216446768991498,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.5615683327070025,0.0,0.0,0.0,0.015126992566498259,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.0,0.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0855568082174621,0.5000000000000001,0.0,0.0,0.05684821399990475,0.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.43630214205186024,0.20000000000000004,0.0,0.2857142857142857,0.03952536767375352,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.8121007140172868,0.0,0.0,0.0,0.015126992566498259,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3486158085932607,0.0,0.0,0.0,0.015330377421392339,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.19829637980709008,0.0,0.0,0.0,0.018542765081513996,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.23587623700363275,0.0,0.0,0.2857142857142857,0.015712553569072387,1.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.3721801035613681,0.0,0.25,0.0,0.050748620223090936,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.4112489039208318,0.0,0.0,0.0,0.016908073949327893,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.37366904672428913,0.0,0.0,0.0,0.018542765081513996,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2734560942001754,0.0,0.0,0.0,0.015411575213749286,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.5239884755104598,0.0,0.0,0.0,0.025374310111545468,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.2734560942001754,0.0,0.0,0.0,0.015126992566498259,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.32356257046223225,0.0,0.0,0.0,0.15390495017656614,1.0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.23587623700363275,0.1,0.25,0.0,0.17777475888549785,1.0
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.44882876111737446,0.0,0.25,1.0,0.025130326360472913,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2985093323312038,0.0,0.0,0.0,0.01727404957593672,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2985093323312038,0.0,0.0,0.0,0.015411575213749286,0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3721801035613681,0.0,0.0,0.2857142857142857,0.05410739813385612,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.29224602279844675,0.0,0.0,0.0,0.014110458666029575,0.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.02292371288989102,0.30000000000000004,0.5,0.0,0.29580589980036276,0.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.3721801035613681,0.0,0.25,0.0,0.05953203526170282,1.0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.6242014280345735,0.1,0.5,0.2857142857142857,0.4831284260198326,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015126992566498259,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.3721801035613681,0.20000000000000004,0.0,0.0,0.04538097769949478,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.23587623700363275,0.0,0.0,0.5714285714285714,0.0,0.0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.3721801035613681,0.0,0.25,0.0,0.024105594605968193,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.2857142857142857,0.015712553569072387,0.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.009394964299135665,0.30000000000000004,0.5,0.0,0.29580589980036276,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.21642978772242535,1.0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.2108229988726043,0.1,0.25,0.2857142857142857,0.2125586439344078,1.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.37366904672428913,0.1,0.0,0.42857142857142855,0.04684488020593009,0.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.37366904672428913,0.0,0.25,0.2857142857142857,0.11111839809247648,1.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2985093323312038,0.0,0.25,0.0,0.16231419173453318,1.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.22334961793811853,0.4,1.0,0.2857142857142857,0.5121218935012878,1.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.32356257046223225,0.20000000000000004,0.0,0.0,0.050748620223090936,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3486158085932607,0.0,0.0,0.0,0.015411575213749286,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.536515094575974,0.20000000000000004,0.0,0.42857142857142855,0.05123658772523604,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.32356257046223225,0.0,0.0,0.0,0.015330377421392339,1.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.2985093323312038,0.1,0.0,0.0,0.050748620223090936,1.0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.6743079042966303,0.0,0.0,0.0,0.027326180120125887,0.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.38619566578980336,0.20000000000000004,0.25,0.0,0.32179836714362564,1.0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.49893523737943135,0.20000000000000004,0.25,0.0,0.2625265161540666,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2734560942001754,0.0,0.0,0.2857142857142857,0.014151057562208049,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.33608918952774647,0.0,0.0,0.0,0.015411575213749286,0.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.37366904672428913,0.0,0.0,0.0,0.024105594605968193,1.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.2734560942001754,0.20000000000000004,0.0,0.0,0.056604230248832196,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.3721801035613681,1.0,0.0,0.2857142857142857,0.13575255909676825,0.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.44882876111737446,0.0,0.25,0.2857142857142857,0.2647385704347907,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.7619942377552299,0.0,0.0,0.0,0.012174789178520372,0.0
0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.44882876111737446,0.0,0.25,0.0,0.025374310111545468,1.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.38619566578980336,0.20000000000000004,0.0,0.0,0.04006213192611313,1.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.19829637980709008,0.1,0.25,0.0,0.11316786160148591,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.3721801035613681,0.20000000000000004,0.0,0.0,0.04538097769949478,1.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.5678316422397596,0.0,0.25,0.0,0.055628295244541985,0.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.4738819992484029,0.1,0.25,0.2857142857142857,0.2995388511917728,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.19829637980709008,0.20000000000000004,0.0,0.0,0.03513366015444757,0.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.3721801035613681,0.1,0.0,0.2857142857142857,0.2608674266467732,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015411575213749286,0.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.3611424276587749,0.1,0.25,0.0,0.12999454257145598,0.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5114618564449456,0.0,0.25,0.0,0.2625265161540666,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.5615683327070025,0.0,0.0,0.0,0.015712553569072387,1.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.5615683327070025,0.0,0.25,0.0,0.06929138530460494,0.0
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.02292371288989102,0.20000000000000004,0.25,0.0,0.050748620223090936,1.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.2985093323312038,0.5000000000000001,0.75,0.0,0.5133418122566507,1.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3486158085932607,0.0,0.0,0.0,0.025374310111545468,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.311035951396718,0.0,0.0,0.0,0.025374310111545468,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.44882876111737446,0.0,0.0,0.0,0.025374310111545468,0.0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.2985093323312038,0.0,0.25,0.0,0.025374310111545468,1.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.49893523737943135,0.0,0.0,0.0,0.025374310111545468,1.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.3721801035613681,0.1,0.0,0.0,0.031425107138144774,1.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.035450331955405236,0.20000000000000004,0.0,0.2857142857142857,0.031034733136428686,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.5239884755104598,0.0,0.0,0.0,0.016908073949327893,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.28598271326568964,0.0,0.0,0.0,0.01800600082915438,0.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.3721801035613681,0.0,0.25,0.0,0.06831545030031472,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.18576976074157586,0.20000000000000004,0.0,0.0,0.014110458666029575,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.311035951396718,0.1,0.0,0.0,0.034743286152731485,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.014102260811993537,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3486158085932607,0.0,0.0,0.0,0.018542765081513996,0.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.2734560942001754,0.1,0.25,0.0,0.10735285047192313,1.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.4738819992484029,0.0,0.0,0.0,0.025374310111545468,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.01537917417160685,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.01537917417160685,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.49893523737943135,0.5000000000000001,0.0,0.0,0.05445717323939373,0.0
